StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Intro,Age,RStatus,AmazonTime_First Click,AmazonTime_Last Click,AmazonTime_Page Submit,AmazonTime_Click Count,AQ1,AQ2,AQ3,AQ4,GlomarMusicTime_First Click,GlomarMusicTime_Last Click,GlomarMusicTime_Page Submit,GlomarMusicTime_Click Count,GMQ1,GMQ2,GMQ3,GMQ4,MusicEffectGlomar,AmazonMusicTime_First Click,AmazonMusicTime_Last Click,AmazonMusicTime_Page Submit,AmazonMusicTime_Click Count,AMQ1,AMQ2,AMQ3,AMQ4,MusicEffectAmazon,GlomarTime_First Click,GlomarTime_Last Click,GlomarTime_Page Submit,GlomarTime_Click Count,GQ1,GQ2,GQ3,GQ4,Habit,Proficiency,Region,SC0,SC1,SC2,SC3,SC4
2024-01-23 13:53:56,2024-01-23 13:59:47,IP Address,85.146.246.250,100,350,True,2024-01-23 13:59:48,R_4yYskKVYZuX8a5P,,,,,51.895,4.5581,anonymous,EN,Yes,19-24,Student,,,,,,,,,,,,,,,,,,8.429,126.819,128.059,54,Serving as a defense mechanism,Applying them to blowdart tips for hunting,Captive frogs are more toxic than those in the wild.,They serve as a warning to predators about their toxicity.,The music made it easier to read,1.609,135.464,136.409,86,The movements of the Earth's crust,Their inability to tolerate the increasing salt content of the Mediterranean,Salt-tolerant invertebrates,Turbulent waters resulting from a deluge,Yes,Professional working proficiency,Europe,6,3,0,0,3
2024-01-23 14:05:41,2024-01-23 14:12:39,IP Address,77.60.225.153,100,417,True,2024-01-23 14:12:40,R_7McyN0PWJdHPd69,,,,,52.376,4.8702,anonymous,EN,Yes,19-24,Student,,,,,,,,,,,,,,,,,,1.126,141.321,143.788,7,Serving as a defense mechanism,Applying them to blowdart tips for hunting,Their diet determines the intensity of their toxicity.,They serve as a warning to predators about their toxicity.,The music made it more difficult to read,0.55,202.757,204.097,108,The movements of the Earth's crust,The migration of new species through narrow straits,Salt-tolerant invertebrates,Evaporation,No,Professional working proficiency,Europe,5,4,0,0,1
2024-01-23 14:13:38,2024-01-23 14:19:34,IP Address,92.70.34.90,100,355,True,2024-01-23 14:19:35,R_5GEsj1fM1xEeRHA,,,,,52.0927,4.9566,anonymous,EN,Yes,25-34,Student,0.804,106.944,107.447,24,Serving as a defense mechanism,Applying them to blowdart tips for hunting,Their diet determines the intensity of their toxicity.,They serve as a warning to predators about their toxicity.,0.577,146.388,152.562,60,The accumulation of sediment layers,Their inability to tolerate the increasing salt content of the Mediterranean,Salt-tolerant invertebrates,Evaporation,The music made it more difficult to read,,,,,,,,,,,,,,,,,,No,Limited working proficiency,Europe,5,0,4,1,0
2024-01-23 05:27:11,2024-01-23 14:44:53,IP Address,49.37.182.160,100,33462,True,2024-01-23 14:44:54,R_4QPTul1cpdnVYDy,,,,,12.9634,77.5855,anonymous,EN,Yes,50+,Employed,22.784,183.37,185.813,17,Serving as a defense mechanism,Applying them to blowdart tips for hunting,Their diet determines the intensity of their toxicity.,They serve as a warning to predators about their toxicity.,3.931,297.765,298.971,19,The accumulation of sediment layers,The evaporation of chemicals necessary for their survival,Normal marine organisms,Turbulent waters resulting from a deluge,The music made it more difficult to read,,,,,,,,,,,,,,,,,,No,Full professional proficiency / Native,Asia,6,0,4,2,0
2024-01-23 21:56:53,2024-01-23 22:03:43,IP Address,185.94.188.183,100,409,True,2024-01-23 22:03:44,R_7fcO0IOG15SEwZ0,,,,,52.3716,4.8883,anonymous,EN,Yes,19-24,Student,,,,,,,,,,,,,,,,,,0,0,94.821,0,Serving as a defense mechanism,Applying them to blowdart tips for hunting,Their diet determines the intensity of their toxicity.,They serve as a warning to predators about their toxicity.,The music made it more difficult to read,0,0,205.863,0,The movements of the Earth's crust,Their inability to tolerate the increasing salt content of the Mediterranean,Salt-tolerant invertebrates,Turbulent waters resulting from a deluge,No,Professional working proficiency,Europe,7,4,0,0,3
2024-01-24 02:52:13,2024-01-24 03:00:42,IP Address,213.177.203.112,100,508,True,2024-01-24 03:00:43,R_6CJ7VDArDY8XIsC,,,,,42.0017,-4.531,anonymous,EN,Yes,19-24,Student,,,,,,,,,,,,,,,,,,7.966,73.152,100.039,6,Serving as a defense mechanism,Applying them to blowdart tips for hunting,Captive frogs are more toxic than those in the wild.,They serve as a warning to predators about their toxicity.,The music made it more difficult to read,7.601,204.33,212.413,18,Changes in the Earth's temperature,Crustal movements that connected the Mediterranean to the saltier Atlantic,Salt-tolerant invertebrates,Evaporation,Yes,Limited working proficiency,Europe,3,3,0,0,0
2024-01-24 10:23:09,2024-01-24 10:32:49,IP Address,49.37.99.186,100,580,True,2024-01-24 10:32:50,R_4Pw4IhCMqERItED,,,,,26.1206,91.6523,anonymous,EN,Yes,25-34,Student,,,,,,,,,,,,,,,,,,1.436,77.935,98.549,12,Serving as a defense mechanism,Applying them to blowdart tips for hunting,Their diet determines the intensity of their toxicity.,They serve as a warning to predators about their toxicity.,There was no difference,1.847,280.753,287.946,32,The accumulation of sediment layers,Their inability to tolerate the increasing salt content of the Mediterranean,Normal marine organisms,Turbulent waters resulting from a deluge,No,Professional working proficiency,Asia,7,4,0,0,3
2024-01-24 13:08:25,2024-01-24 13:15:43,IP Address,104.234.20.117,100,438,True,2024-01-24 13:15:44,R_4LtFDWupb9HDHwa,,,,,22.3539,114.1342,anonymous,EN,Yes,19-24,Student,0,0,57.99,0,Serving as a defense mechanism,Applying them to blowdart tips for hunting,Their diet determines the intensity of their toxicity.,They serve as a warning to predators about their toxicity.,97.183,98.732,182.302,2,The movements of the Earth's crust,Crustal movements that connected the Mediterranean to the saltier Atlantic,Salt-tolerant invertebrates,Evaporation,The music made it more difficult to read,,,,,,,,,,,,,,,,,,No,Limited working proficiency,Asia,5,0,4,1,0
2024-01-24 15:06:56,2024-01-24 15:07:23,IP Address,92.109.160.64,100,27,True,2024-01-24 15:07:24,R_20Ajjy0JZxMeA5o,,,,,52.3441,4.8782,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
2024-01-24 15:24:18,2024-01-24 15:33:03,IP Address,85.237.210.98,100,525,True,2024-01-24 15:33:04,R_8ou22zIrXt238k3,,,,,52.3809,4.9022,anonymous,EN,Yes,19-24,Student,0.565,137.732,141.322,3,Serving as a defense mechanism,Applying them to blowdart tips for hunting,Their diet determines the intensity of their toxicity.,They serve as a warning to predators about their toxicity.,26.356,197.046,282.461,2,The movements of the Earth's crust,The evaporation of chemicals necessary for their survival,Salt-tolerant invertebrates,Turbulent waters resulting from a deluge,The music made it more difficult to read,,,,,,,,,,,,,,,,,,No,Professional working proficiency,Europe,6,0,4,2,0
2024-01-24 16:24:00,2024-01-24 16:31:30,IP Address,80.113.103.174,100,449,True,2024-01-24 16:31:30,R_7Nx1IyZDEXfUGwc,,,,,52.17,4.4728,anonymous,EN,Yes,19-24,Student,24.89,69.699,85.455,9,Serving as a defense mechanism,Applying them to blowdart tips for hunting,They obtain toxins from plants in their habitat.,They serve as a warning to predators about their toxicity.,19.553,195.483,199.601,28,The accumulation of sediment layers,Their inability to tolerate the increasing salt content of the Mediterranean,Normal marine organisms,Drilling operations,The music made it more difficult to read,,,,,,,,,,,,,,,,,,No,Full professional proficiency / Native,Europe,5,0,3,2,0
